ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGI_num,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Price_Index,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
11219,Brooklyn,Borough Park,2010,"$1,069,833,000 ","30,345","$35,256 ",35256,,,,,,,N,,"Fort Hamilton Pkwy, 50 St, 55 St, 62 St, Fort Hamilton Pkwy, New Utrecht Av",2,"D, N",5,0,1.928,1.5,40.632667,-73.996669,"11220, 11232, 11218, 11204, 11228",0.7,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11230,Brooklyn,Borough Park,2010,"$1,943,194,000 ","32,426","$59,927 ",59927,,,,,,,N,5,"Avenue H, Avenue J, Avenue M, Bay Pkwy, Avenue P",3,"B, Q, F",5,0,11.075,1.8,40.622164,-73.965105,"11204, 11218, 11226, 11210, 11229, 11223",0.7,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11228,Brooklyn,Southwest Brooklyn,2010,"$990,967,000 ","17,704","$55,974 ",55974,,,,,,,Y,1,71 St,1,D,5,0,10.931,1.5,40.616695,-74.013047,"11209, 11219, 11204, 11214",0.7,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10009,Manhattan,Lower East Side,2012,"$2,232,308,000 ","31,920","$69,934 ",69934,"$59,034.00 ","$86,419.00 ",$985.25 ,60.30%,5%,34.70%,Y,1,1 Av,1,L,34,5,20.739,0.6,40.726399,-73.978631,"10010, 10003, 10002",0.7,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11354,Queens,North Queens,2011,"$953,897,000 ","26,837","$35,544 ",35544,"$48,771.00 ","$63,568.00 ",$393.92 ,55.40%,5.80%,38.60%,Y,1,Flushing - Main St,1,7,11,0,26.576,2.2,40.768208,-73.827403,"11356, 11357, 11358, 11355, 11368",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10002,Manhattan,Lower East Side,2007,"$1,748,633,000 ","50,732","$34,468 ",34468,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.7,green,98,43326.83186,63664.85351,0.892759679,1.135458269
11201,Brooklyn,Northwest Brooklyn,2013,"$5,112,729,000 ","29,680","$172,262 ",172262,"$95,369.00 ","$151,188.00 ",$798.17 ,64.80%,5.30%,29.90%,Y,12,"Court St, Jay St - MetroTech, DeKalb Av, High St, Jay St - MetroTech, Hoyt - Schermerhorn Sts, York St, Bergen St, Clark St, Borough Hall, Hoyt St, Borough Hall",11,"R, B, Q, A, C, F, G, 2, 3, 4, 5",40,0,65.843,1.4,40.693682,-73.989693,"11251, 11205, 11217, 11231",0.7,green,98,43815.08331,64311.00676,0.775961819,0.83549439
11226,Brooklyn,Flatbush,2007,"$1,396,068,000 ","48,262","$28,927 ",28927,,,,,,,N,6,"Beverley Rd, Cortelyou Rd, Newkirk Plaza, Church Av, Beverly Rd, Newkirk Av",4,"B, Q, 2, 5",5,0,40.128,1.3,40.646448,-73.956649,"11215, 11225, 11203, 11210, 11230, 11218",0.7,green,98,43326.83186,63664.85351,0.892759679,1.135458269
11204,Brooklyn,Borough Park,2007,"$1,465,241,000 ","31,967","$45,836 ",45836,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.7,green,98,43326.83186,63664.85351,0.892759679,1.135458269
11412,Queens,Jamaica,2004,"$546,099,000 ","15,682","$34,823 ",34823,,,,,,,N,,,,,3,0,3.63,1.6,40.698095,-73.758986,"11423, 11429, 11411, 11413, 11434, 11433",0.7,green,98,43532.17044,63267.33923,0,0
10003,Manhattan,Lower East Side,2013,"$6,135,126,000 ","29,340","$209,104 ",209104,"$92,540.00 ","$146,769.00 ","$1,299.94 ",63.40%,4.60%,32%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.7,green,98,43815.08331,64311.00676,0.775961819,0.83549439
11226,Brooklyn,Flatbush,2008,"$1,468,934,000 ","46,411","$31,651 ",31651,,,,,,,N,6,"Beverley Rd, Cortelyou Rd, Newkirk Plaza, Church Av, Beverly Rd, Newkirk Av",4,"B, Q, 2, 5",5,0,40.128,1.3,40.646448,-73.956649,"11215, 11225, 11203, 11210, 11230, 11218",0.7,green,98,44541.41962,64579.99543,0.890607641,1.042492584
11360,Queens,North Queens,2014,"$879,086,000 ","10,000","$87,909 ",87909,"$79,513.00 ","$99,142.00 ",$510.51 ,54.30%,4.80%,41%,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0.7,green,98,44754.1094,66383.317,0.834928415,0.869141886
11434,Queens,Jamaica,2004,"$881,976,000 ","25,351","$34,791 ",34791,,,,,,,N,,,,,8,0,193.9,3.2,40.676808,-73.776425,"11413, 11412, 11433, 11436",0.7,green,98,43532.17044,63267.33923,0,0
11233,Brooklyn,Central Brooklyn,2014,"$1,107,829,000 ","30,640","$36,156 ",36156,"$34,432.00 ","$49,486.00 ",$407.50 ,51.70%,8.20%,40.10%,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0.7,green,98,44754.1094,66383.317,0.834928415,0.869141886
11377,Queens,West Queens,2013,"$1,672,212,000 ","44,400","$37,662 ",37662,"$49,886.00 ","$63,139.00 ",$355.75 ,61%,5.10%,33.80%,N,5,"65 St, Northern Blvd, 69 St, Woodside - 61 St, 52 St",3,"M, R, 7",22,0,19.839,2.5,40.744819,-73.905156,"11101, 11104, 11103, 11370, 11372, 11373, 11378",0.7,green,98,43815.08331,64311.00676,0.775961819,0.83549439
11223,Brooklyn,Southern Brooklyn,2010,"$1,711,798,000 ","29,932","$57,190 ",57190,,,,,,,N,,"Kings Hwy, Avenue U, 86 St, Kings Hwy, Avenue U, Avenue X",2,"N, F",11,0,12.355,2.1,40.597139,-73.973428,"11216, 11221, 11207, 11212, 11213, 11216",0.7,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11423,Queens,Jamaica,2004,"$506,832,000 ","13,002","$38,981 ",38981,,,,,,,N,,,,,4,0,7.113,1.4,40.715606,-73.768471,"11412, 11429, 11428, 11427, 11364, 11366, 11432, 11433",0.7,green,98,43532.17044,63267.33923,0,0
11368,Queens,West Queens,2006,"$907,047,000 ","37,692","$24,065 ",24065,,,,,,,Y,4,"Mets - Willets Point, 111 St, 103 St - Corona Plaza, Junction Blvd",1,7,15,0,13.171,2.6,40.751718,-73.851822,"11354, 11355, 11375, 11374, 11373, 11372, 11369",0.7,green,98,44350.42332,66478.2646,0.893471665,1.130588767
11360,Queens,North Queens,2011,"$772,189,000 ","9,826","$78,586 ",78586,"$79,553.00 ","$100,704.00 ",$492.38 ,54%,4.40%,41.40%,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11356,Queens,North Queens,2005,"$377,369,000 ","9,290","$40,621 ",40621,,,,,,,Y,,,,,7,0,42.518,1.6,40.78485,-73.841279,"11357, 11354",0.7,green,98,43487.57892,64127.4283,0.822550449,0.978768815
11368,Queens,West Queens,2011,"$1,165,306,000 ","43,892","$26,549 ",26549,"$46,041.00 ","$56,619.00 ",$369.08 ,64%,4.60%,31.40%,Y,4,"Mets - Willets Point, 111 St, 103 St - Corona Plaza, Junction Blvd",1,7,15,0,13.171,2.6,40.751718,-73.851822,"11354, 11355, 11375, 11374, 11373, 11372, 11369",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10021,Manhattan,Upper East Side,2011,"$10,170,458,000 ","24,382","$417,130 ",417130,"$109,343.00 ","$203,545.00 ","$1,057.58 ",67.50%,2.40%,30.10%,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11219,Brooklyn,Borough Park,2011,"$1,176,800,000 ","31,384","$37,497 ",37497,"$34,804.00 ","$51,375.00 ",$346.83 ,52.80%,4.40%,42.80%,N,,"Fort Hamilton Pkwy, 50 St, 55 St, 62 St, Fort Hamilton Pkwy, New Utrecht Av",2,"D, N",5,0,1.928,1.5,40.632667,-73.996669,"11220, 11232, 11218, 11204, 11228",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11373,Queens,West Queens,2012,"$1,496,745,000 ","49,240","$30,397 ",30397,"$44,964.00 ","$59,277.00 ",$366.00 ,58.60%,4.10%,37.30%,N,4,"Woodhaven Blvd, Grand Av - Newtown, Elmhurst Av, Jackson Hts - Roosevelt Av",4,"M, R, E, F",21,0,16.288,1.5,40.738837,-73.878535,"11377, 11372, 11368, 11374, 11379, 11378",0.7,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11230,Brooklyn,Borough Park,2011,"$1,998,084,000 ","32,901","$60,730 ",60730,"$43,147.00 ","$61,727.00 ",$398.26 ,52.00%,4.60%,43.40%,N,5,"Avenue H, Avenue J, Avenue M, Bay Pkwy, Avenue P",3,"B, Q, F",5,0,11.075,1.8,40.622164,-73.965105,"11204, 11218, 11226, 11210, 11229, 11223",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10128,Manhattan,Upper East Side,2012,"$10,571,413,000 ","32,670","$323,582 ",323582,"$96,974.00 ","$169,624.00 ",$871.92 ,67.7,4.7,27.6,Y,1,96 St,1,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.7,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11368,Queens,West Queens,2013,"$1,252,689,000 ","46,510","$26,934 ",26934,"$45,964.00 ","$57,070.00 ",$368.67 ,62.70%,5%,32.30%,Y,4,"Mets - Willets Point, 111 St, 103 St - Corona Plaza, Junction Blvd",1,7,15,0,13.171,2.6,40.751718,-73.851822,"11354, 11355, 11375, 11374, 11373, 11372, 11369",0.7,green,98,43815.08331,64311.00676,0.775961819,0.83549439
11230,Brooklyn,Borough Park,2005,"$1,570,242,000 ","29,679","$52,908 ",52908,,,,,,,N,5,"Avenue H, Avenue J, Avenue M, Bay Pkwy, Avenue P",3,"B, Q, F",5,0,11.075,1.8,40.622164,-73.965105,"11204, 11218, 11226, 11210, 11229, 11223",0.7,green,98,43487.57892,64127.4283,0.822550449,0.978768815
10039,Manhattan,Central Harlem,2013,"$468,538,000 ","13,400","$34,966 ",34966,"$33,595.00 ","$46,310.00 ",$538.75 ,48.10%,14%,37.90%,Y,3,"155 St, Harlem - 148 St, 145 St",3,"B, D, 3",7,2,21.528,0.5,40.830867,-73.936218," 10032, 10031, 10030, 10037",0.7,green,98,43815.08331,64311.00676,0.775961819,0.83549439
11362,Queens,Northeast Queens,2004,"$483,185,000 ","8,257","$58,518 ",58518,,,,,,,N,,,,,9,0,112.594,2.5,40.756574,-73.737845,"11426, 11364, 11363",0.7,green,98,43532.17044,63267.33923,0,0
11374,Queens,Northwest Queens,2007,"$1,145,963,000 ","23,560","$48,640 ",48640,,,,,,,N,1,63 Dr - Rego Park,2,"M, R",6,0,7.287,0.9,40.726418,-73.861526,"11373, 11368, 11375, 11379",0.7,green,98,43326.83186,63664.85351,0.892759679,1.135458269
11102,Queens,Northwest Queens,2013,"$890,292,000 ","19,520","$45,609 ",45609,"$49,924.00 ","$67,035.00 ",$597.70 ,65.50%,6.70%,27.80%,Y,2,"Astoria Blvd, 30 Av",2,"N, W",11,0,13.619,0.8,40.772884,-73.926295,"11105, 11103, 11106",0.7,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10038,Manhattan,Lower Manhattan,2011,"$1,152,628,000 ","11,486","$100,351 ",100351,"$65,473.00 ","$124,271.00 ",$917.00 ,58.80%,3.20%,38%,Y,6,"Chambers St, Fulton St, Broad St, Fulton St, Fulton St, Brooklyn Bridge - City Hall",8,"J, Z, A, C, 2, 3, 4, 5",7,4,4.129,0.3,40.709278,-74.002562,"10002, 10013, 10007, 10006, 10005",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11355,Queens,North Queens,2011,"$1,240,366,000 ","44,494","$27,877 ",27877,"$44,587.00 ","$59,124.00 ",$383.50 ,56.70%,6.40%,36.80%,N,,,,,5,0,104.475,1.7,40.751452,-73.821031,"11354, 11358, 11365, 11367, 11375, 11368",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11206,Brooklyn,Bushwick and Williamsburg,2007,"$852,846,000 ","33,197","$25,690 ",25690,,,,,,,N,6,"Myrtle Av, Flushing Av, Montrose Av, Morgan Av, Broadway, Myrtle - Willoughby Avs",5,"J, M, Z, L, G",34,0,28.16,1.4,40.701954,-73.942358,"11211, 11237, 11221, 11216, 11205",0.7,green,98,43326.83186,63664.85351,0.892759679,1.135458269
10004,Manhattan,Lower Manhattan,2011,"$698,981,000 ","2,335","$299,349 ",299349,"$127,448.00 ","$245,827.00 ","$1,055.42 ",81.90%,8.10%,10.10%,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11367,Queens,Central Queens,2005,"$814,799,000 ","16,569","$49,176 ",49176,,,,,,,N,,,,,7,0,11.387,2.4,40.730145,-73.82703,"11355, 11365, 11366, 11435, 11375",0.7,green,98,43487.57892,64127.4283,0.822550449,0.978768815
10038,Manhattan,Lower Manhattan,2010,"$952,418,000 ","10,959","$86,907 ",86907,,,,,,,Y,6,"Chambers St, Fulton St, Broad St, Fulton St, Fulton St, Brooklyn Bridge - City Hall",8,"J, Z, A, C, 2, 3, 4, 5",7,4,4.129,0.3,40.709278,-74.002562,"10002, 10013, 10007, 10006, 10005",0.7,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11416,Queens,Southwest Queens,2004,"$263,719,000 ","9,113","$28,939 ",28939,,,,,,,N,1,Aqueduct Racetrack,1,A,4,0,4.41,0.7,40.684654,-73.849548,"11421, 11418, 11419, 11417",0.7,green,98,43532.17044,63267.33923,0,0
11228,Brooklyn,Southwest Brooklyn,2005,"$818,853,000 ","16,447","$49,787 ",49787,,,,,,,Y,1,71 St,1,D,5,0,10.931,1.5,40.616695,-74.013047,"11209, 11219, 11204, 11214",0.7,green,98,43487.57892,64127.4283,0.822550449,0.978768815
11102,Queens,Northwest Queens,2011,"$785,433,000 ","18,819","$41,736 ",41736,"$47,249.00 ","$61,720.00 ",$616.80 ,64.00%,6.50%,29.40%,Y,2,"Astoria Blvd, 30 Av",2,"N, W",11,0,13.619,0.8,40.772884,-73.926295,"11105, 11103, 11106",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10026,Manhattan,Central Harlem,2008,"$742,941,000 ","16,054","$46,278 ",46278,,,,,,,N,4,"116 St, Cathedral Pkwy (110 St), 116 St, Central Park North (110 St)",4,"B, C, 2, 3",9,1,31.399,0.3,40.802381,-73.952681,"10027, 10035, 10029, 10025",0.7,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10014,Manhattan,Greenwich Village and Soho,2007,"$4,244,486,000 ","20,024","$211,970 ",211970,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.7,green,98,43326.83186,63664.85351,0.892759679,1.135458269
10016,Manhattan,Gramercy Park and Murray Hill,2004,"$4,195,414,000 ","31,160","$134,641 ",134641,,,,,,,Y,1,33 St,1,6,5,0,5.968,0.5,40.745224,-73.978297,"10017, 10018, 10001, 10010",0.7,green,98,43532.17044,63267.33923,0,0
10023,Manhattan,Upper West Side,2012,"$10,930,729,000 ","34,110","$320,455 ",320455,"$105,311.00 ","$182,002.00 ","$1,158.00 ",65.20%,4.40%,30.30%,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.7,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11232,Brooklyn,Sunset Park,2011,"$383,857,000 ","11,821","$32,472 ",32472,"$38,353.00 ","$54,763.00 ",$476.58 ,54.70%,6.50%,38.90%,Y,3,"25 St, 36 St, 9 Av",3,"R, D, N",3,0,26.864,1.3,40.656546,-74.007355,"11215, 11218, 11219, 11220",0.7,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10280,Manhattan,Lower Manhattan,2012,"$745,992,000 ","4,040","$184,651 ",184651,"$125,830.00 ","$162,567.00 ",$861.83 ,78.1,3.3,18.7,Y,,,,,1,0,1.556,0.1,40.708538,-74.01665,"10007, 10006, 10004",0.69,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11214,Brooklyn,Southwest Brooklyn,2005,"$1,167,985,000 ","32,286","$36,176 ",36176,,,,,,,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.69,green,98,43487.57892,64127.4283,0.822550449,0.978768815
11429,Queens,Southeast Queens,2004,"$396,306,000 ","11,437","$34,651 ",34651,,,,,,,N,,,,,7,0,5.861,1.3,40.709766,-73.738653,"11426, 11428, 11423, 11412, 11411",0.69,green,98,43532.17044,63267.33923,0,0
11208,Brooklyn,East New York and New Lots,2004,"$802,077,000 ","32,678","$24,545 ",24545,,,,,,,Y,8,"Cypress Hills, Crescent St, Norwood Av, Cleveland St, Shepherd Av, Euclid Av, Grant Av, Flushing Av",6,"J, Z, C, A, C, G",27,0,22.967,3.5,40.669769,-73.871372,"11207, 11239, 11414, 11417, 11416, 11421, 11385",0.69,green,98,43532.17044,63267.33923,0,0
11103,Queens,Northwest Queens,2012,"$896,214,000 ","20,620","$43,463 ",43463,"$55,844.00 ","$69,567.00 ",$662.70 ,66.90%,6.70%,26.40%,N,1,46 St,2,"M, R",3,0,2.882,0.7,40.762574,-73.913447,"11102, 11105, 11370, 11377, 11101, 11106",0.69,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10035,Manhattan,East Harlem,2013,"$603,151,000 ","15,360","$39,268 ",39268,"$24,533.00 ","$46,385.00 ",$641.50 ,42%,6.30%,51.70%,Y,1,125 St,3,"4, 5, 6",24,6,455.774,1.4,40.795455,-73.929655," 10037, 10027, 10026, 10029, 10454",0.69,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10007,Manhattan,Lower Manhattan,2012,"$1,638,089,000 ","3,440","$476,189 ",476189,"$210,125.00 ","$387,210.00 ","$1,284.42 ",67.20%,4%,28.70%,N,8,"City Hall, Cortlandt St, Chambers St, World Trade Center, Chambers St, Cortlandt St, Park Pl, Fulton St",10,"R, W, A, C, E, 1, 2, 3, 4, 5",3,0,10.77,0.2,40.713848,-74.007755,"10013, 10038, 10006, 10280",0.69,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10004,Manhattan,Lower Manhattan,2007,"$683,916,000 ","1,713","$399,250 ",399250,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.69,green,98,43326.83186,63664.85351,0.892759679,1.135458269
11104,Queens,Northwest Queens,2011,"$682,268,000 ","14,802","$46,093 ",46093,"$54,152.00 ","$65,230.00 ",$477.70 ,67.10%,4.30%,28.60%,N,2,"46 St, 40 St",1,7,2,0,3.077,0.4,40.744634,-73.920201,"11101, 11103, 11377",0.69,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11204,Brooklyn,Borough Park,2008,"$1,373,159,000 ","30,115","$45,597 ",45597,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.69,green,98,44541.41962,64579.99543,0.890607641,1.042492584
11226,Brooklyn,Flatbush,2013,"$1,722,653,000 ","50,400","$34,180 ",34180,"$40,734.00 ","$54,348.00 ",$356.75 ,57.90%,8.80%,33.20%,N,6,"Beverley Rd, Cortelyou Rd, Newkirk Plaza, Church Av, Beverly Rd, Newkirk Av",4,"B, Q, 2, 5",5,0,40.128,1.3,40.646448,-73.956649,"11215, 11225, 11203, 11210, 11230, 11218",0.69,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10280,Manhattan,Lower Manhattan,2006,"$632,026,000 ","3,885","$162,684 ",162684,,,,,,,Y,,,,,1,0,1.556,0.1,40.708538,-74.01665,"10007, 10006, 10004",0.69,green,98,44350.42332,66478.2646,0.893471665,1.130588767
10001,Manhattan,Chelsea and Clinton,2012,"$1,915,739,000 ","13,300","$144,041 ",144041,"$76,138.00 ","$136,992.00 ","$1,182.17 ",65.90%,6.30%,27.80%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.69,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11214,Brooklyn,Southwest Brooklyn,2009,"$1,406,737,000 ","35,802","$39,292 ",39292,,,,,,,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.69,green,98,43818.55709,64797.35987,0.83252179,0.960932841
11377,Queens,West Queens,2011,"$1,530,032,000 ","43,207","$35,412 ",35412,"$49,415.00 ","$62,042.00 ",$349.25 ,61%,4.60%,34.30%,N,5,"65 St, Northern Blvd, 69 St, Woodside - 61 St, 52 St",3,"M, R, 7",22,0,19.839,2.5,40.744819,-73.905156,"11101, 11104, 11103, 11370, 11372, 11373, 11378",0.69,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11421,Queens,Southwest Queens,2004,"$533,623,000 ","16,054","$33,239 ",33239,,,,,,,N,3,"Woodhaven Blvd, 85 St - Forest Pkwy, 75 St",2,"J, Z",3,0,1.431,1.3,40.694062,-73.858626,"11385, 11418, 11416",0.69,green,98,43532.17044,63267.33923,0,0
10014,Manhattan,Greenwich Village and Soho,2006,"$3,398,309,000 ","19,567","$173,676 ",173676,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.69,green,98,44350.42332,66478.2646,0.893471665,1.130588767
10006,Manhattan,Lower Manhattan,2011,"$496,062,000 ","2,425","$204,562 ",204562,"$111,617.00 ","$150,366.00 ",$875.17 ,80.30%,7.60%,12.10%,N,3,"Rector St, Rector St, Wall St",5,"R, W, 1, 4, 5",0,0,0,0.1,40.709614,-74.012954,"10280, 10007, 10038, 10005, 10004",0.69,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10025,Manhattan,Upper West Side,2012,"$6,157,564,000 ","46,680","$131,910 ",131910,"$68,463.00 ","$118,312.00 ",$929.00 ,58.80%,5%,36.10%,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.69,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11217,Brooklyn,Northwest Brooklyn,2013,"$1,941,268,000 ","18,380","$105,618 ",105618,"$81,862.00 ","$117,480.00 ",$731.08 ,69.00%,6.40%,24.50%,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.69,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10027,Manhattan,Central Harlem,2014,"$1,517,278,000 ","27,370","$55,436 ",55436,"$40,013.00 ","$70,220.00 ",$857.82 ,0.49%,0.04%,0.47%,Y,3,"125 St, 125 St, 125 St",7,"A, B, C, D, 1, 2, 3",18,4,27.973,0.9,40.811407,-73.95306,"10031, 10030, 10037, 10035, 10026, 10025",0.69,green,98,44754.1094,66383.317,0.834928415,0.869141886
11228,Brooklyn,Southwest Brooklyn,2011,"$1,029,278,000 ","18,055","$57,008 ",57008,"$59,624.00 ","$79,691.00 ",$399.92 ,50.90%,4.40%,44.70%,Y,1,71 St,1,D,5,0,10.931,1.5,40.616695,-74.013047,"11209, 11219, 11204, 11214",0.69,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11232,Brooklyn,Sunset Park,2013,"$435,664,000 ","12,600","$34,577 ",34577,"$43,595.00 ","$57,917.00 ",$475.92 ,57.60%,7.30%,35.10%,Y,3,"25 St, 36 St, 9 Av",3,"R, D, N",3,0,26.864,1.3,40.656546,-74.007355,"11215, 11218, 11219, 11220",0.69,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10013,Manhattan,Greenwich Village and Soho,2008,"$4,120,103,000 ","15,981","$257,813 ",257813,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.69,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10024,Manhattan,Upper West Side,2009,"$7,031,434,000 ","31,129","$225,880 ",225880,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.69,green,98,43818.55709,64797.35987,0.83252179,0.960932841
11228,Brooklyn,Southwest Brooklyn,2009,"$955,703,000 ","17,510","$54,580 ",54580,,,,,,,Y,1,71 St,1,D,5,0,10.931,1.5,40.616695,-74.013047,"11209, 11219, 11204, 11214",0.69,green,98,43818.55709,64797.35987,0.83252179,0.960932841
10013,Manhattan,Greenwich Village and Soho,2011,"$4,346,730,000 ","16,292","$266,801 ",266801,"$64,806.00 ","$172,252.00 ","$1,203.79 ",60.50%,3.70%,35.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.69,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10002,Manhattan,Lower East Side,2009,"$1,652,980,000 ","44,144","$37,445 ",37445,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.69,green,98,43818.55709,64797.35987,0.83252179,0.960932841
